600.485	40.000	40.000	50.293	54.189	40.000	58.793	67.181
600.704	40.000	40.000	49.934	53.752	40.000	58.365	66.736
600.974	40.000	40.000	49.532	53.235	40.000	57.865	66.189
601.31	40.000	40.000	49.079	52.633	40.000	57.284	65.516
601.733	40.000	40.000	48.568	51.939	40.000	56.612	64.687
602.251	40.000	40.000	48.014	51.180	40.000	55.864	63.716
602.836	40.000	40.000	47.468	50.427	40.000	55.101	62.685
603.47	40.000	40.000	46.955	49.716	40.000	54.355	61.651
604.151	40.000	40.000	46.476	49.052	40.000	53.631	60.631
604.885	40.000	40.000	46.032	48.435	40.000	52.929	59.631
605.678	40.000	40.000	45.619	47.860	40.000	52.248	58.653
606.538	40.000	40.000	45.233	47.324	40.000	51.586	57.696
607.477	40.000	40.000	44.873	46.823	40.000	50.943	56.758
608.506	40.000	40.000	44.536	46.353	40.000	50.317	55.840
609.637	40.000	40.000	44.219	45.912	40.000	49.708	54.942
610.885	40.000	40.000	43.921	45.496	40.000	49.116	54.063
612.265	40.000	40.000	43.641	45.105	40.000	48.541	53.204
613.79	40.000	40.000	43.376	44.736	40.000	47.984	52.368
615.474	40.000	40.000	43.127	44.388	40.000	47.446	51.555
617.331	40.000	40.000	42.892	44.059	40.000	46.927	50.767
619.374	40.000	40.000	42.671	43.749	40.000	46.428	50.006
621.617	40.000	40.000	42.461	43.455	40.000	45.949	49.272
624.077	40.000	40.000	42.262	43.177	40.000	45.489	48.564
626.77	40.000	40.000	42.074	42.912	40.000	45.046	47.882
629.713	40.000	40.000	41.894	42.661	40.000	44.622	47.225
632.92	40.000	40.000	41.724	42.423	40.000	44.216	46.596
636.397	40.000	40.000	41.563	42.197	40.000	43.830	45.996
640.143	40.000	40.000	41.412	41.985	40.000	43.465	45.427
644.149	40.000	40.000	41.271	41.787	40.000	43.122	44.894
648.4	40.000	40.000	41.140	41.603	40.000	42.804	44.398
652.883	40.000	40.000	41.020	41.434	40.000	42.511	43.940
